3.709445000000000103e-02 -5.953095574246071919e+01 9.555630042915500155e+01
5.463876000000000149e-02 1.090313501869773631e+02 4.332855775509169405e+01
8.048088999999999937e-02 1.491326067494398160e+02 2.572027853166479616e+01
1.185453999999999952e-01 1.044934631371765192e+02 1.778949054709880429e+01
1.746129999999999904e-01 7.302085624787291351e+01 1.124211496870632843e+01
2.571984999999999966e-01 5.242865824291786225e+01 7.248225686679534263e+00
3.788440000000000141e-01 4.027999609857930352e+01 5.205508066296769876e+00
5.580232999999999999e-01 2.775752061457674102e+01 3.674809572838166893e+00
8.219478000000000062e-01 2.750269287716196587e+01 2.465137257725168674e+00
1.210698999999999970e+00 1.733043095344204332e+01 1.586779755367010214e+00
