3.709445000000000103e-02 3.802984753627213621e+01 7.392110971443563550e+00
5.463876000000000149e-02 2.447404963739939632e+01 5.097597326811900587e+00
8.048088999999999937e-02 1.809396327565594120e+01 3.328505280774603392e+00
1.185453999999999952e-01 1.285954012728667095e+01 2.247676902181386716e+00
1.746129999999999904e-01 1.103061144351727840e+01 1.514497945423213920e+00
2.571984999999999966e-01 7.559150532931323774e+00 9.927236651156778890e-01
3.788440000000000141e-01 6.854268698006997340e+00 7.030193161600412077e-01
5.580232999999999999e-01 5.537331235782164462e+00 5.247273528029114953e-01
8.219478000000000062e-01 4.116094571823548875e+00 3.570679579226525568e-01
1.210698999999999970e+00 3.961748285206226683e+00 2.576629437692382063e-01
