3.709445000000000103e-02 3.734708963819113592e+01 9.542064181154861657e+00
5.463876000000000149e-02 8.982882301183035878e+00 6.541695774379441275e+00
8.048088999999999937e-02 -6.014199348054984906e-01 4.429554162563319686e+00
1.185453999999999952e-01 7.595658082778935061e+00 3.099995718261973288e+00
1.746129999999999904e-01 4.312005695700091401e+00 2.121304561030928237e+00
2.571984999999999966e-01 7.014987486797998884e+00 1.379183735137858191e+00
3.788440000000000141e-01 5.236939528685194745e+00 9.905652228590687836e-01
5.580232999999999999e-01 4.229925566335398734e+00 6.730628928069484207e-01
8.219478000000000062e-01 2.921313885861759108e+00 4.976063378646721769e-01
1.210698999999999970e+00 3.647366079137785988e+00 3.757797714598775651e-01
