3.709445000000000103e-02 -5.445608480386489703e+00 1.979581187978812906e+01
5.463876000000000149e-02 1.009350896519480045e+01 1.241241618452023587e+01
8.048088999999999937e-02 2.266899935862726068e+01 8.925127299946970183e+00
1.185453999999999952e-01 1.486772750194260162e+01 6.024475698729577999e+00
1.746129999999999904e-01 7.228300709200262020e+00 3.914642255239348945e+00
2.571984999999999966e-01 8.146066979922641949e+00 2.914194230170447319e+00
3.788440000000000141e-01 2.232928467195544719e+00 1.993960752287027516e+00
5.580232999999999999e-01 5.261397475480124264e+00 1.523054615740564444e+00
8.219478000000000062e-01 1.890638125583948614e+00 1.124880862763485867e+00
1.210698999999999970e+00 2.253627436248487381e+00 8.275870427651165206e-01
