3.709445000000000103e-02 1.188708782261747103e+02 3.897404460497128298e+01
5.463876000000000149e-02 1.294615695888398363e+02 1.774974964800070154e+01
8.048088999999999937e-02 9.231957804972184078e+01 1.237052970535917673e+01
1.185453999999999952e-01 7.359658848044877288e+01 8.181272783810102922e+00
1.746129999999999904e-01 5.971389785468424094e+01 5.577963728794159692e+00
2.571984999999999966e-01 4.689876308175836783e+01 3.790182340525910298e+00
3.788440000000000141e-01 2.642443581860768020e+01 2.663232233825825634e+00
5.580232999999999999e-01 2.151226939502758029e+01 1.699456460392924972e+00
8.219478000000000062e-01 1.703463795192624630e+01 1.199449875814607269e+00
1.210698999999999970e+00 8.568575994804028539e+00 8.054404935726386938e-01
